21,Apr,2013,05:04:03,981,
21,Apr,2013,05:04:41,935,
21,Apr,2013,05:05:02,858,
21,Apr,2013,05:05:45,1115,
21,Apr,2013,05:06:02,1042,
21,Apr,2013,05:06:43,859,
21,Apr,2013,05:07:04,1019,
21,Apr,2013,05:07:46,1128,
21,Apr,2013,05:08:06,1040,
21,Apr,2013,05:08:46,957,
21,Apr,2013,05:09:05,1050,
21,Apr,2013,05:09:46,1109,
21,Apr,2013,05:11:02,1092,
21,Apr,2013,05:11:44,850,
21,Apr,2013,05:12:01,955,
21,Apr,2013,05:12:42,873,
21,Apr,2013,05:13:02,854,
21,Apr,2013,05:13:46,877,
21,Apr,2013,05:14:06,1046,
21,Apr,2013,05:14:46,970,
21,Apr,2013,05:15:06,932,
21,Apr,2013,05:15:46,1224,
21,Apr,2013,05:16:05,914,
21,Apr,2013,05:16:45,1001,
21,Apr,2013,05:17:05,1042,
21,Apr,2013,05:17:51,767,
21,Apr,2013,05:18:03,815,
21,Apr,2013,05:18:44,850,
21,Apr,2013,05:19:04,874,
21,Apr,2013,05:19:47,949,
21,Apr,2013,05:20:01,858,
21,Apr,2013,05:20:42,1042,
21,Apr,2013,05:21:03,836,
21,Apr,2013,05:21:47,951,
21,Apr,2013,05:22:02,916,
21,Apr,2013,05:22:43,886,
21,Apr,2013,05:23:03,1029,
21,Apr,2013,05:23:47,1065,
21,Apr,2013,05:24:02,917,
21,Apr,2013,05:24:43,1014,
21,Apr,2013,05:25:03,1129,
21,Apr,2013,05:25:44,1041,
21,Apr,2013,05:26:04,1019,
21,Apr,2013,05:26:41,914,
21,Apr,2013,05:27:02,823,
21,Apr,2013,05:27:47,969,
21,Apr,2013,05:28:02,858,
21,Apr,2013,05:28:43,950,
21,Apr,2013,05:29:02,953,
21,Apr,2013,05:29:46,1004,
21,Apr,2013,05:30:02,868,
21,Apr,2013,05:30:43,823,
21,Apr,2013,05:31:03,917,
21,Apr,2013,05:32:02,767,
21,Apr,2013,05:32:44,938,
21,Apr,2013,05:33:03,981,
21,Apr,2013,05:33:41,949,
21,Apr,2013,05:34:01,966,
21,Apr,2013,05:34:41,1033,
21,Apr,2013,05:35:02,969,
21,Apr,2013,05:35:42,829,
21,Apr,2013,05:36:03,998,
21,Apr,2013,05:36:45,831,
21,Apr,2013,05:37:05,968,
21,Apr,2013,05:37:50,767,
21,Apr,2013,05:38:03,865,
21,Apr,2013,05:39:04,941,
21,Apr,2013,05:39:51,1161,
21,Apr,2013,05:40:09,837,
21,Apr,2013,05:40:37,842,
21,Apr,2013,05:41:02,836,
21,Apr,2013,05:41:30,1106,
21,Apr,2013,05:42:02,900,
21,Apr,2013,05:42:30,1078,
21,Apr,2013,05:43:02,977,
21,Apr,2013,05:43:32,1106,
21,Apr,2013,05:44:08,1018,
21,Apr,2013,05:44:35,853,
21,Apr,2013,05:45:02,891,
21,Apr,2013,05:47:00,978,
21,Apr,2013,05:47:47,1023,
21,Apr,2013,05:48:05,841,
21,Apr,2013,05:48:48,982,
21,Apr,2013,05:49:02,977,
21,Apr,2013,05:49:43,850,
21,Apr,2013,05:50:02,898,
21,Apr,2013,05:50:46,876,
21,Apr,2013,05:52:02,922,
21,Apr,2013,05:52:46,914,
21,Apr,2013,05:53:03,1005,
21,Apr,2013,05:53:45,917,
21,Apr,2013,05:54:02,978,
21,Apr,2013,05:54:48,861,
21,Apr,2013,05:56:03,907,
21,Apr,2013,05:57:03,869,
21,Apr,2013,05:57:44,1098,
21,Apr,2013,05:58:02,1073,
21,Apr,2013,05:58:49,939,
21,Apr,2013,05:59:04,866,
21,Apr,2013,05:59:47,1099,
21,Apr,2013,06:00:04,892,
21,Apr,2013,06:01:03,823,
21,Apr,2013,06:08:35,893,
21,Apr,2013,06:09:20,823,
21,Apr,2013,06:10:05,1019,
21,Apr,2013,06:10:46,853,
21,Apr,2013,06:11:02,828,
21,Apr,2013,06:11:46,837,
21,Apr,2013,06:13:03,1124,
21,Apr,2013,06:13:57,1156,
21,Apr,2013,06:15:02,979,
21,Apr,2013,06:25:06,1004,
21,Apr,2013,06:25:16,767,
21,Apr,2013,06:25:49,831,
21,Apr,2013,06:26:03,1131,
21,Apr,2013,06:27:07,868,
21,Apr,2013,06:27:45,795,
21,Apr,2013,06:28:06,845,
21,Apr,2013,06:28:43,859,
21,Apr,2013,06:29:02,1142,
21,Apr,2013,06:29:54,919,
21,Apr,2013,06:30:04,1106,
21,Apr,2013,06:30:45,935,
21,Apr,2013,06:31:03,1117,
21,Apr,2013,06:31:45,751,
21,Apr,2013,06:32:05,898,
21,Apr,2013,06:32:48,923,
21,Apr,2013,06:33:02,818,
21,Apr,2013,06:33:42,1060,
21,Apr,2013,06:34:03,767,
21,Apr,2013,06:34:47,889,
21,Apr,2013,06:35:05,822,
21,Apr,2013,06:35:49,960,
21,Apr,2013,06:36:03,898,
21,Apr,2013,06:36:43,1040,
21,Apr,2013,06:37:01,1097,
21,Apr,2013,06:37:40,1125,
21,Apr,2013,06:38:06,905,
21,Apr,2013,06:38:46,807,
21,Apr,2013,06:39:02,921,
21,Apr,2013,06:40:02,1077,
21,Apr,2013,06:39:46,1067,
21,Apr,2013,06:41:05,1023,
21,Apr,2013,06:42:02,855,
21,Apr,2013,06:42:46,829,
